2640	53	17064	2405	19469
2660	0	14170	3656	17826
2680	0	12181	4806	16987
2700	0	10468	5919	16387
2720	0	8829	7045	15874
2740	0	7440	8000	15440
2760	0	6049	8965	15014
2780	0	4659	9948	14607
2800	0	3341	10878	14219
2820	0	2500	11349	13849
2840	0	2225	11157	13382
2860	0	2076	10959	13035
2880	0	1935	10744	12679
2900	119510	1800	10543	12343
2920	330539	9645	10346	19991
2940	431610	9820	10171	19991
2960	334342	9998	9997	19995
2980	118208	10057	9936	19993
3000	6839	10126	9864	19990
3020	0	7624	9772	17396
3040	0	6592	9699	16291
3060	0	6186	9610	15796
3080	0	5787	9457	15244
3100	0	5454	9315	14769
3120	0	5121	9198	14319
3140	0	4849	9027	13876
3160	0	4586	8846	13432
3180	0	4405	8629	13034
3200	0	4220	8353	12573
3220	0	4036	8133	12169
3240	0	3882	7945	11827
3260	69648	3737	7748	11485
3280	321369	4409	7585	11994
3300	468850	12575	7415	19990
3320	432782	13317	7336	20653
3340	187852	14594	7463	22057
3360	26994	13045	7583	20628
3380	0	10403	7685	18088
3400	0	8658	7723	16381
3420	0	7989	7812	15801
3440	0	7399	7883	15282
3460	0	6848	7895	14743
3480	0	6367	7868	14235
3500	0	5933	7827	13760
3520	0	5508	7813	13321
3540	0	5302	7577	12879
3560	0	5084	7372	12456
3580	0	4875	7114	11989
3600	0	4687	6901	11588
3620	5676	4509	6711	11220
3640	213695	4317	6495	10812
3660	361022	14208	6311	20519
3680	394580	14120	6143	20263
3700	201213	14281	6300	20581
3720	41877	13488	6504	19992
3740	0	12353	6631	18984
3760	0	9786	6731	16517
3780	0	8884	6839	15723
3800	0	8280	6911	15191
3820	0	7636	6990	14626
3840	0	7020	7059	14079
3860	0	6469	7067	13536
3880	0	5934	7089	13023
3900	0	5703	6877	12580
3920	0	5507	6637	12144
3940	0	5308	6333	11641
3960	0	5105	6087	11192
3980	0	4902	5836	10738
4000	133086	4730	5659	10389
4020	280501	14541	5447	19988
4040	330064	14726	5265	19991
4060	202560	14650	5340	19990
4080	56437	15997	5555	21552
4100	623	14251	5707	19958
4120	0	10952	5858	16810
4140	0	9802	6004	15806
4160	0	9118	6126	15244
4180	0	8455	6225	14680
4200	0	7856	6283	14139
4220	0	7227	6368	13595
4240	0	6695	6418	13113
4260	0	6364	6284	12648
4280	0	6151	6002	12153
4300	0	5932	5699	11631
4320	0	5714	5468	11182
4340	0	5518	5251	10769
4360	78494	5301	5036	10337
4380	214684	11128	4834	15962
4400	279643	16048	4621	20669
4420	209247	15380	4610	19990
4440	74236	15588	4869	20457
4460	4687	14704	5111	19815
4480	0	11996	5314	17310
4500	0	10529	5522	16051
4520	0	9750	5686	15436
4540	0	9007	5825	14832
4560	0	8300	5936	14236
4580	0	7649	6034	13683
4600	0	6983	6153	13136
4620	0	6525	6095	12620
4640	0	6304	5838	12142
4660	0	6076	5557	11633
4680	0	5863	5276	11139
4700	0	5654	5025	10679
4720	35880	5458	4808	10266
4740	165499	5720	4601	10321
4760	244974	15978	4406	20384
4780	219647	15753	4238	19991
4800	93610	15475	4515	19990
4820	13797	15359	4735	20094
4840	0	13011	4943	17954
4860	0	10861	5164	16025
4880	0	10035	5336	15371
4900	0	9279	5478	14757
4920	0	8558	5584	14142
4940	0	7885	5664	13549
4960	0	7278	5750	13028
4980	0	6737	5760	12497
5000	0	6501	5513	12014
5020	0	6279	5243	11522
5040	0	6072	4922	10994
5060	0	5837	4693	10530
5080	4963	5646	4455	10101
5100	124009	5475	4221	9696
5120	216901	15969	4021	19990
5140	221301	16163	3826	19989
5160	109295	15933	4058	19991
5180	23255	15926	4320	20246
5200	0	14497	4533	19030
5220	0	11642	4794	16436
5240	0	10723	4937	15660
5260	0	9940	5139	15079
5280	0	9187	5286	14473
5300	0	8437	5417	13854
5320	0	7751	5567	13318
5340	0	7121	5703	12824
5360	0	6825	5522	12347
5380	0	6597	5279	11876
5400	0	6362	4964	11326
5420	0	6135	4734	10869
5440	0	5943	4503	10446
5460	92043	5744	4276	10020
5480	191457	15965	4027	19992
5500	218590	16166	3824	19990
5520	133206	17316	3893	21209
5540	36486	15838	4153	19991
5560	311	15437	4437	19874
5580	0	12052	4699	16751
5600	0	10772	4914	15686
5620	0	10011	5115	15126
5640	0	9207	5320	14527
5660	0	8477	5473	13950
5680	0	7817	5609	13426
5700	0	7170	5742	12912
5720	0	6783	5670	12453
5740	0	6577	5419	11996
5760	0	6352	5097	11449
5780	0	6138	4869	11007
5800	0	5921	4659	10580
5820	72216	5691	4458	10149
5840	184034	10957	4254	15211
5860	228195	15949	4041	19990
5880	165439	17200	4039	21239
5900	59702	15966	4332	20298
5920	3584	15490	4594	20084
5940	0	12425	4860	17285
5960	0	10883	5076	15959
5980	0	10081	5259	15340
6000	0	9269	5486	14755
6020	0	8577	5633	14210
6040	0	7872	5783	13655
6060	0	7193	5902	13095
6080	0	6696	5850	12546
6100	0	6450	5600	12050
6120	0	6229	5340	11569
6140	0	6031	5018	11049
6160	0	5823	4790	10613
6180	39147	5635	4562	10197
6200	157631	5752	4345	10097
6220	226880	15843	4148	19991
6240	205142	16243	4014	20257
6260	89115	15823	4316	20139
6280	11272	15541	4593	20134
6300	0	13045	4838	17883
6320	0	11152	5064	16216
6340	0	10321	5264	15585
6360	0	9544	5395	14939
6380	0	8800	5570	14370
6400	0	8116	5669	13785
6420	0	7409	5813	13222
6440	0	6818	5874	12692
6460	0	6579	5614	12193
6480	0	6384	5356	11740
6500	0	6172	5030	11202
6520	0	5984	4808	10792
6540	3083	5756	4594	10350
6560	126591	5582	4368	9950
6580	222847	15853	4138	19991
6600	230473	16021	3939	19960
6620	114914	16041	4150	20191
6640	23090	16091	4414	20505
6660	0	14282	4685	18967
6680	0	11490	4914	16404
6700	0	10486	5195	15681
6720	0	9717	5345	15062
6740	0	8953	5563	14516
6760	0	8325	5661	13986
6780	0	7629	5809	13438
6800	0	6982	5955	12937
6820	0	6685	5768	12453
6840	0	6459	5488	11947
6860	0	6231	5135	11366
6880	0	6016	4882	10898
6900	0	5816	4658	10474
6920	95961	5618	4445	10063
6940	201507	15740	4252	19992
6960	234578	15928	4064	19992
6980	146982	15915	4188	20103
7000	40063	15494	4496	19990
7020	424	15203	4705	19908
7040	0	11858	4961	16819
7060	0	10563	5196	15759
7080	0	9809	5362	15171
7100	0	9016	5541	14557
7120	0	8350	5633	13983
7140	0	7656	5774	13430
7160	0	7004	5895	12899
7180	0	6603	5777	12380
7200	0	6382	5500	11882
7220	0	6158	5239	11397
7240	0	5944	4912	10856
7260	0	5722	4678	10400
7280	62218	5527	4441	9968
7300	179516	10321	4217	14538
7320	232173	15961	4030	19991
7340	174275	16693	3986	20679
7360	62491	15930	4312	20242
7380	3648	15321	4586	19907
7400	0	12363	4864	17227
7420	0	10939	5040	15979
7440	0	10145	5236	15381
7460	0	9411	5383	14794
7480	0	8697	5494	14191
7500	0	8024	5588	13612
7520	0	7395	5658	13053
7540	0	6896	5624	12520
7560	0	6650	5376	12026
7580	0	6437	5142	11579
7600	0	6219	4830	11049
7620	0	5996	4595	10591
7640	35660	5768	4396	10164
7660	151290	5890	4182	10072
7680	223202	15994	3996	19990
7700	193903	16146	3844	19990
7720	79474	15833	4157	19990
7740	10050	15538	4450	19988
7760	0	13304	4749	18053
7780	0	11276	4970	16246
7800	0	10404	5182	15586
7820	0	9693	5306	14999
7840	0	8969	5452	14421
7860	0	8241	5586	13827
7880	0	7494	5779	13273
7900	0	6885	5814	12699
7920	0	6668	5562	12230
7940	0	6434	5318	11752
7960	0	6201	5010	11211
7980	0	5978	4775	10753
